author-pid,degree_centrality,eigenvector_centrality,betweeness_centrality,closeness_centrality
24/914,0.01768033946251768,5.4756304486599355e-05,0.022270991460425067,0.2977200264693497
n/WeeKeongNg,0.017175186906445747,0.0008602536956609922,0.030785401964184455,0.34637458006718924
32/3735,0.017074156395231358,5.432535026277286e-06,0.02584561095235827,0.26977378032161353
80/5412,0.0167710648615882,0.0001234773686343174,0.025382935268085133,0.33950744323248955
03/1554,0.016670034350373814,0.00019755072613763857,0.014725960389373868,0.3435374149659864
38/3641,0.016670034350373814,0.0002223583863147394,0.02522663766149401,0.33993886732836487
82/6362-1,0.01646797332794504,0.0003181272937084486,0.008402296585633297,0.33002133902373965
90/9499,0.016265912305516265,6.966895354286707e-05,0.02482673822967904,0.2925978479366205
00/5179,0.01606385128308749,0.00014359651032366908,0.02697370687721312,0.31855046343975285
q/HiokChaiQuek,0.015760759749444332,7.612168877845834e-05,0.023256367619313427,0.3226942261924168
26/5200,0.015659729238229943,0.13491216827297142,0.003232996007445085,0.3032382586317821
87/4982-1,0.015659729238229943,4.16701084112324e-05,0.019096569085273712,0.30678155219439623
205/3991,0.015053546170943625,0.1350837567682765,0.00039511110413643354,0.2841966234064546
16/1278,0.014952515659729238,0.13504619558197575,0.0003765183437812255,0.2841313583649099
23/2089,0.01485148514851485,0.1350451900870681,0.00032054468104132465,0.2841232023423372
s/SeahHockSoon,0.014750454637300464,0.001361958799607485,0.04158425386741426,0.34246764929762646
74/1907,0.014649424126086077,1.7594782511472653e-05,0.009188726852991541,0.2731914658717673
62/2078,0.014548393614871691,0.000112777972161684,0.0198007958823806,0.32053108808290154
120/4095,0.014447363103657304,0.1346021298817246,0.0002610540358063941,0.2840905829338997
h/ThomasSHuang,0.014447363103657304,0.1346021298817246,0.0002610540358063941,0.2840905829338997
47/2026-7,0.014346332592442917,0.00010758267913249057,0.01721832781644409,0.3292638302119025
177/3248,0.014346332592442917,0.13452291948401104,0.0002442983627286247,0.2840824292520521
24/8616,0.014346332592442917,0.13452291948401104,0.0002442983627286247,0.2840824292520521
68/6424,0.014346332592442917,0.13452291948401104,0.0002442983627286247,0.2840824292520521
17/4029,0.014346332592442917,0.13452291948401104,0.0002442983627286247,0.2840824292520521
185/1060,0.014346332592442917,0.13452291948401104,0.0002442983627286247,0.2840824292520521
55/9613,0.013133966457870277,6.32767283393924e-05,0.017452715075809824,0.3024044483822676
46/3391,0.01303293594665589,0.09438735887506056,0.014003974083720595,0.34108687411695787
d/AnwitamanDatta,0.012527783390583956,2.7689348724549148e-05,0.017574884552690562,0.3149721559268099
126/4778,0.012527783390583956,0.0001499410699905179,0.01713973689018578,0.3255492698329167
52/910,0.012527783390583956,0.0019639824163515227,0.011674762903676215,0.30556927636453446
176/4020,0.012325722368155182,0.12461343423313866,0.0001285868859766798,0.2785657998423956
166/2763,0.012325722368155182,0.12461343423313866,0.0001285868859766798,0.2785657998423956
74/5309,0.012022630834512021,2.8933589372217445e-05,0.015448389183986801,0.2664979402816295
58/10813,0.011719539300868862,2.3780424475668617e-05,0.012300485812765048,0.28879033669837195
84/2408,0.011618508789654475,3.3673681696236814e-05,0.015475799651847498,0.2969073401925788
l/EePengLim,0.011416447767225701,5.418255380524213e-05,0.005019582787489217,0.3128120852032109
77/7902,0.011113356233582542,0.0001337322112192046,0.01489405586367286,0.29397962517449283
s/JunSun1,0.010911295211153768,1.3994114474171592e-05,0.0032185879782440714,0.3046288317124215
91/665,0.010911295211153768,9.956422504313029e-06,0.014908559810011362,0.29842916151596466
84/4965,0.010709234188724994,0.11148552531757457,9.24307320587624e-05,0.2803251295703645
198/9637,0.010709234188724994,0.11148552531757457,9.24307320587624e-05,0.2803251295703645
73/1467,0.010709234188724994,0.11148552531757457,9.24307320587624e-05,0.2803251295703645
23/2460,0.010608203677510608,9.744125540484677e-05,0.012039768493902609,0.3201785598757844
42/2501-1,0.010507173166296221,8.669288943244703e-05,0.012517302443431163,0.31367453652353033
53/6088,0.010406142655081834,0.007988896643467976,0.0007281220350496331,0.27375058771468874
51/3710-165,0.010305112143867447,0.0003171139541525796,0.004543626020778559,0.31664480629578684
29/3808,0.01020408163265306,0.0021180540428733714,0.007691872278644635,0.31830460509390274
37/1304-1,0.010103051121438673,0.000662138335831296,0.0035072246600005757,0.32709847984137475
73/1708,0.010002020610224288,4.2016963205417345e-06,0.017717219707984188,0.279920814479638
83/514,0.009900990099009901,0.00012316423991729075,0.0008897357801330233,0.29180424528301885
55/4730-1,0.009900990099009901,4.602439514637216e-05,0.007475619719721171,0.3082336821126059
8980,0.009799959587795514,6.674443597010915e-05,0.0032672793723607417,0.2932827639337462
q/YuQiao1,0.009799959587795514,0.09455356693599667,0.0010576542865325343,0.2798416737348035
76/3131,0.009698929076581127,0.000318045901367248,0.0059808991806316126,0.34574542406036046
384358,0.00959789856536674,0.00026424439133308075,0.010211185089737757,0.33175800234623765
95/378,0.009395837542937966,9.535072017362555e-07,0.017017344384344574,0.22031785602991585
s/CZSun,0.009193776520509194,0.0005783353785247588,0.012601411782578618,0.3012447880208175
24/6606,0.009092746009294807,0.0015488059254542888,0.011082261537179656,0.34032457708705816
95/3115,0.009092746009294807,0.00011197772195396161,0.011147014955933381,0.3171622660856191
17/7992,0.00899171549808042,0.0060793656610311515,0.00031926417508991895,0.2720875254274562
70/6176,0.008789654475651646,3.6427413265788854e-05,0.002693023242769143,0.3032011027722469
75/1281,0.008789654475651646,0.041990635770137376,0.0034580098040102912,0.3112970184928922
1381166,0.00868862396443726,9.750768624091534e-05,0.00629272268036598,0.3245671563483736
30/6609,0.008587593453222873,0.00014837021530583335,0.012690646538976216,0.331802487345379
33/6517,0.008587593453222873,9.341504597792326e-06,0.0013028334842746386,0.288967389717689
65/3225,0.008486562942008486,4.911177956359716e-05,0.011037736439238869,0.3281286258909332
48/1091,0.008486562942008486,0.00019578119470225268,0.005304496491933267,0.3369417211328976
127/0713,0.008486562942008486,0.00011774955076103239,0.0033408545136627923,0.3120330380505028
20/6534-3,0.008486562942008486,8.29660937073715e-05,0.002506332236793259,0.29994848328737234
228/2769,0.008486562942008486,0.06861997478243805,5.470598585568108e-05,0.27149048219869437
64/5666-6,0.0083855324307941,0.09360755238453858,0.0023622628779952012,0.2914262159934048
96/6014,0.008284501919579712,1.7639179916051016e-05,0.0008532113252137671,0.28637560396956285
142/2644,0.008284501919579712,0.005839424260750704,0.0002638527524189055,0.2709553791404325
243/2775,0.008284501919579712,0.06742800416855044,3.8519643043486496e-05,0.2714755896873286
243/2738,0.008284501919579712,0.06742800416855044,3.8519643043486496e-05,0.2714755896873286
185/6852,0.008284501919579712,0.06742800416855044,3.8519643043486496e-05,0.2714755896873286
85/2542,0.008284501919579712,0.06742800416855042,3.8519643043486496e-05,0.2714755896873286
142/1614,0.008284501919579712,0.06742800416855042,3.8519643043486496e-05,0.2714755896873286
17/1926,0.008284501919579712,0.06742800416855042,3.8519643043486496e-05,0.2714755896873286
46/5881,0.008284501919579712,0.06742800416855042,3.8519643043486496e-05,0.2714755896873286
191/2655,0.008284501919579712,0.06742800416855042,3.8519643043486496e-05,0.2714755896873286
73/3473,0.008284501919579712,0.06742800416855042,3.8519643043486496e-05,0.2714755896873286
67/2933,0.008183471408365325,6.800721478154071e-05,0.011566077237781728,0.2908866488376877
84/7019,0.008183471408365325,0.09368473336915233,9.700665684758967e-05,0.27375815908839474
205/3888,0.007981410385936553,0.09384941690835057,1.9799061723087197e-05,0.27289018775330154
t/NadiaMagnenatThalmann,0.007880379874722166,0.0021495615262422055,0.012639636855061417,0.3416637901277183
93/2671,0.007880379874722166,0.09357154589271045,3.075167281537698e-05,0.27288266431407143
172/1282,0.007880379874722166,0.09438542848850515,1.3973823381484488e-05,0.27288266431407143
146/4830,0.007880379874722166,0.09356048230835609,0.00047351775435157146,0.27820563269436166
94/6767,0.007880379874722166,0.09356048230835609,0.00047351775435157146,0.27820563269436166
35/4621,0.007779349363507779,1.898104271456233e-05,4.306714635243055e-05,0.2649641289217261
22/1460,0.007678318852293392,2.0608994048335097e-05,0.0001263972810541881,0.26975172376202544
143/7107,0.007678318852293392,0.09350124896047375,,0.27286761868004633
61/5017,0.007678318852293392,0.09350124896047375,,0.27286761868004633
79/3711,0.007678318852293392,0.09350124896047375,,0.27286761868004633
203/8428,0.007678318852293392,0.09350124896047375,,0.27286761868004633
97/9880,0.007678318852293392,0.09350124896047375,,0.27286761868004633
190/7538,0.007678318852293392,0.09350124896047375,,0.27286761868004633
141/8878,0.007678318852293392,0.09350124896047375,,0.27286761868004633
173/4627,0.007678318852293392,0.09350124896047375,,0.27286761868004633
15/5613,0.007678318852293392,0.09350124896047375,,0.27286761868004633
169/7657,0.007678318852293392,0.09350124896047375,,0.27286761868004633
82/1911-2,0.007678318852293392,0.09350124896047375,,0.27286761868004633
205/3982,0.007678318852293392,0.09350124896047375,,0.27286761868004633
119/4026,0.007678318852293392,0.09350124896047375,,0.27286761868004633
176/5516,0.007678318852293392,0.09350124896047375,,0.27286761868004633
23/8015,0.007678318852293392,0.09350124896047375,,0.27286761868004633
134/3031,0.007678318852293392,0.09350124896047375,,0.27286761868004633
55/957-8,0.007678318852293392,0.09350124896047375,,0.27286761868004633
63/749,0.007678318852293392,0.09350124896047375,,0.27286761868004633
58/817,0.007678318852293392,0.09350124896047375,,0.27286761868004633
55/2211,0.007678318852293392,0.09350124896047375,,0.27286761868004633
43/8387,0.007678318852293392,0.09350124896047375,,0.27286761868004633
17/6060,0.007678318852293392,0.09350124896047375,,0.27286761868004633
201/7460,0.007678318852293392,0.09350124896047375,,0.27286761868004633
158/5803,0.007678318852293392,0.09350124896047375,,0.27286761868004633
182/7439,0.007678318852293392,0.09350124896047375,,0.27286761868004633
35/1832,0.007678318852293392,0.09350124896047375,,0.27286761868004633
149/7989,0.007678318852293392,0.09350124896047375,,0.27286761868004633
33/3328,0.007678318852293392,0.09350124896047375,,0.27286761868004633
41/813,0.007678318852293392,0.09350124896047375,,0.27286761868004633
205/3875,0.007678318852293392,0.09350124896047375,,0.27286761868004633
57/2056,0.007678318852293392,0.09350124896047375,,0.27286761868004633
06/10816,0.007678318852293392,0.09350124896047375,,0.27286761868004633
69/4250,0.007678318852293392,0.09350124896047375,,0.27286761868004633
47/3138,0.007678318852293392,0.09350124896047375,,0.27286761868004633
65/7804,0.007678318852293392,0.09350124896047375,,0.27286761868004633
175/3790,0.007678318852293392,0.09350124896047375,,0.27286761868004633
117/0303,0.007678318852293392,0.09350124896047375,,0.27286761868004633
159/2041,0.007678318852293392,0.09350124896047375,,0.27286761868004633
141/6253,0.007678318852293392,0.09350124896047375,,0.27286761868004633
e/KOEgiazarian,0.007678318852293392,0.09350124896047375,,0.27286761868004633
51/956,0.007678318852293392,0.09350124896047375,,0.27286761868004633
135/3263,0.007678318852293392,0.09350124896047375,,0.27286761868004633
190/7826,0.007678318852293392,0.09350124896047375,,0.27286761868004633
190/7006,0.007678318852293392,0.09350124896047375,,0.27286761868004633
205/3931,0.007678318852293392,0.09350124896047375,,0.27286761868004633
205/3902,0.007678318852293392,0.09350124896047375,,0.27286761868004633
195/5685,0.007678318852293392,0.09350124896047375,,0.27286761868004633
205/3914,0.007678318852293392,0.09350124896047375,,0.27286761868004633
185/1067,0.007678318852293392,0.09350124896047375,,0.27286761868004633
185/0907,0.007678318852293392,0.09350124896047375,,0.27286761868004633
67/398,0.007678318852293392,0.09350124896047375,,0.27286761868004633
66/549,0.007577288341079006,5.457160042547638e-05,0.01067026834117469,0.2878162256469904
81/8329,0.007577288341079006,4.244398114403483e-05,0.005767103707995307,0.3006134969325153
54/4989-2,0.007577288341079006,0.005661623741291814,0.00019332832477741288,0.2671813421152081
t/StephenJohnTurner,0.007476257829864619,5.0817055371464234e-05,0.0030763671471048725,0.31697944021008134
77/1243,0.007375227318650232,0.005313108623428199,0.0017995792216576607,0.28544238089745066
63/6663,0.007375227318650232,1.790769351563048e-05,0.009633288372078838,0.2893559797702225
43/5957,0.007375227318650232,7.77888054219983e-05,0.0019366643926328328,0.32021999352960206
31/9004,0.007375227318650232,0.00014953931964527677,0.0013464841162693555,0.31140475066855433
15/3108,0.007274196807435846,2.2228654712182544e-05,0.011241956345185267,0.27479941142174963
42/3332,0.007274196807435846,0.0029159102287302915,0.0038277258148712275,0.32450331125827814
66/190,0.007274196807435846,0.05369624748748271,0.0034006771392659724,0.2974605559729527
174/9863,0.007072135785007072,0.00018962449921101335,0.0020285135534521617,0.3196408964670929
05/6300-2,0.007072135785007072,0.005336436763536838,0.0017100749862404773,0.2893475210477081
26/1181,0.006971105273792685,1.2306193302498173e-05,0.00010676344707833503,0.2672029803201684
86/1369,0.006971105273792685,0.000134820728691628,0.0007003721137085324,0.30035807489227406
a/QianhuiAltheaLiang,0.006971105273792685,1.3104606368908644e-05,0.008355989709755238,0.2832288894611841
115/9656,0.006971105273792685,0.0053478234532727716,0.0002170238365230677,0.2672029803201684
c/AdrianDavidCheok,0.006870074762578299,4.370770824831472e-06,0.0024043429956080186,0.2679988086535077
630289,0.006870074762578299,0.00025188588619606795,0.0003184786536267737,0.27988123851265373
76/185,0.0067690442513639116,0.004785594055096024,0.004603160311318846,0.3115027537372148
78/1102-3,0.0067690442513639116,0.005339391555000821,0.0001241958616311428,0.2671236573649269
125/2814,0.0066680137401495245,2.0351949651292508e-05,0.0002546882978908538,0.27882475562691905
97/6922,0.0066680137401495245,3.225191144217613e-05,0.009437382904747185,0.3037034764198705
37/8852,0.006566983228935138,0.00013390488956244127,0.0010198586625153794,0.3082816831220606
93/6765-1,0.006566983228935138,0.0011329771155690897,0.0015779320787312854,0.3114341451135863
836133,0.006364922206506364,0.05355443188319348,0.0012987964569836426,0.2697296708088075
82/1364,0.006364922206506364,0.053658184844949844,0.0009715072280284994,0.29288356265719784
116/4904,0.006364922206506364,9.269110784092748e-06,0.000961998896166657,0.28876506111970124
75/2611-2,0.006364922206506364,4.1560380225576876e-05,0.00508658313399315,0.2767278013867144
61/9197,0.006263891695291978,8.404307481018096e-06,0.0007336052108823096,0.28481813996316757
18/6404-1,0.006162861184077591,7.089774472503682e-05,0.00039944285194203104,0.29467103304554926
h/StevenCHHoi,0.006061830672863204,0.00014876702206440942,0.007274450854624781,0.3360494330141916
82/5713,0.006061830672863204,0.00011581037889351452,0.0009391179410258723,0.30691472868217057
65/4872,0.006061830672863204,0.004860417035145675,0.0018042276229025185,0.2994040957076742
72/3380,0.006061830672863204,2.588026327554394e-05,0.00031733531636742837,0.2632656860919754
236/4960,0.006061830672863204,0.004886065343361703,0.0007088802897994812,0.2846379478921033
68/2031,0.005960800161648818,1.7164785226354645e-05,1.9181478316251558e-05,0.2647869238383136
126/1028,0.005960800161648818,0.05352096229286429,,0.2595583993286831
167/0539,0.005960800161648818,0.05352096229286429,,0.2595583993286831
200/7992,0.005960800161648818,0.05352096229286429,,0.2595583993286831
159/2939,0.005960800161648818,0.05352096229286429,,0.2595583993286831
p/FatihMuratPorikli,0.005960800161648818,0.05352096229286429,,0.2595583993286831
124/2803,0.005960800161648818,0.05352096229286429,,0.2595583993286831
98/1202,0.005960800161648818,0.05352096229286429,,0.2595583993286831
84/6394,0.005960800161648818,0.05352096229286429,,0.2595583993286831
124/2034,0.005960800161648818,0.05352096229286429,,0.2595583993286831
119/0230,0.005960800161648818,0.05352096229286429,,0.2595583993286831
96/9989,0.005960800161648818,0.05352096229286429,,0.2595583993286831
135/8614-1,0.005960800161648818,0.05352096229286429,,0.2595583993286831
88/6765,0.005960800161648818,0.05352096229286429,,0.2595583993286831
120/3921,0.005960800161648818,0.05352096229286429,,0.2595583993286831
254/2961,0.005960800161648818,0.05352096229286429,,0.2595583993286831
00/5815-1,0.005960800161648818,0.05352096229286429,,0.2595583993286831
117/4770,0.005960800161648818,0.05352096229286429,,0.2595583993286831
00/5029,0.005960800161648818,0.05352096229286429,,0.2595583993286831
254/8203,0.005960800161648818,0.05352096229286429,,0.2595583993286831
263/1391,0.005960800161648818,0.05352096229286429,,0.2595583993286831
16/7689,0.005960800161648818,0.05352096229286429,,0.2595583993286831
239/4041,0.005960800161648818,0.05352096229286429,,0.2595583993286831
263/1766,0.005960800161648818,0.05352096229286429,,0.2595583993286831
239/4362,0.005960800161648818,0.05352096229286429,,0.2595583993286831
230/2092,0.005960800161648818,0.05352096229286429,,0.2595583993286831
218/8868,0.005960800161648818,0.05352096229286429,,0.2595583993286831
218/5708,0.005960800161648818,0.05352096229286429,,0.2595583993286831
263/1760,0.005960800161648818,0.05352096229286429,,0.2595583993286831
18/6045,0.005960800161648818,0.05352096229286429,,0.2595583993286831
31/2344,0.005960800161648818,0.05352096229286429,,0.2595583993286831
243/9317,0.005960800161648818,0.05352096229286429,,0.2595583993286831
27/3343-1,0.005960800161648818,0.05352096229286429,,0.2595583993286831
183/4316,0.005960800161648818,0.05352096229286429,,0.2595583993286831
16/1234-1,0.005859769650434431,9.373146616893248e-05,0.0017692384099092513,0.30234902404007696
119/4173,0.005859769650434431,1.535496908015802e-05,0.0013625541726178573,0.25814359857079516
134/8681,0.005859769650434431,1.033897384908298e-05,0.0004823685717455906,0.2818818704790112
55/112,0.005859769650434431,0.00471826533175668,0.0020277470177459747,0.27007558187126524
a/DavidAtienza,0.005859769650434431,1.245367199447057e-06,0.0014480434250103901,0.2406340407944959
59/3754-3,0.005758739139220044,0.0021738814050241404,0.002284473921506398,0.3361635647330526
l/XiaoliLi,0.005758739139220044,4.315628470193881e-05,0.0025048276648941426,0.3135056379070062
129/1254,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
64/898,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
200/7947,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
61/8017,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
199/2164,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
29/4152,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
213/3622,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
c/GrahamCormode,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
56/9841,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
125/1967,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
122/2942,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
e/DavidEvans,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
195/6806,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
255/5493,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
90/3256,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
125/2134,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
g/PhillipBGibbons,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
87/88,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
39/2793,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
222/6721-1,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
225/5245,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
178/8562,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
56/1256,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
35/10964,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
17/4402,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
74/2569,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
119/3872,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
199/2224,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
139/0872,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
08/1446,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
k/FarinazKoushanfar,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
14/8885,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
08/11136,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
39/6266,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
1295942,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
n/RichardNock,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
962385,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
p/RasmusPagh,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
07/5590-1,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
96/1046,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
47/5036,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
r/RameshRaskar,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
s/DXSong,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
171/5170,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
04/10549,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
194/8609,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
119/3884,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
158/7224,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
131/6694,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
98/6805,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
39/3530-1,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
83/2535,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
23/10574,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
04/11534,0.005758739139220044,0.00022954304957058022,,0.2650989634946568
h/BingshengHe,0.005657708628005657,8.770804044160053e-05,0.012283439866074821,0.3315246516613076
35/5873,0.005657708628005657,0.00014297148932641265,0.0037708391368827423,0.33188036480686695
94/4754,0.005657708628005657,1.6574668218654543e-05,2.1103307922298768e-05,0.2647940074906367
44/5405,0.005657708628005657,1.629794652055253e-05,1.53287757723694e-05,0.26474442988204455
1779523,0.005657708628005657,5.477529981028469e-06,0.00023352398849758041,0.27059981409590467
12/5444-1,0.005657708628005657,0.004722913667033021,0.0009336592034453863,0.28213094661231936
40/5402,0.005657708628005657,0.0010572452541314972,0.0006879976560328576,0.3090324393518374
67/2667,0.005556678116791271,3.075293273837683e-05,0.00016198619785456355,0.2589337100402867
75/5713,0.005556678116791271,1.620959929076251e-05,1.392270430066495e-05,0.26473734888199424
176/5378,0.005556678116791271,1.620959929076251e-05,1.392270430066495e-05,0.26473734888199424
173/6521,0.005556678116791271,1.620959929076251e-05,1.392270430066495e-05,0.26473734888199424
33/1903,0.005556678116791271,0.00011706127738665958,0.004938037464668045,0.3260318192298824
36/4847,0.005556678116791271,0.0001688478366022445,0.006515293870219649,0.3351732078155159
16/3792,0.005556678116791271,2.1768892101978527e-05,0.007300832132242127,0.28711492719150666
13/9079-1,0.005556678116791271,0.0012676115136546799,0.0003307090380735189,0.2918730832743572
78/4473,0.005556678116791271,0.00010484997024690896,0.004764958043165635,0.326904022722769
73/9801,0.005455647605576884,3.5404134732597964e-05,0.000401210602202342,0.27993664800045254
158/7423,0.005455647605576884,0.004888795050233679,3.257938986293655e-05,0.26556127924447304
33/6315,0.005354617094362497,0.0047146075482615915,0.000992341784046298,0.27309347754111024
93/4009,0.005354617094362497,2.3783778920918114e-05,0.003213011022180956,0.25482724885433294
43/3254,0.005354617094362497,9.000781711198872e-05,0.0010666443195153845,0.29245952015128235
582077,0.005354617094362497,0.0010099637846801741,0.0038745648508048693,0.32736894327765836
y/PhilipSYu,0.005253586583148111,5.3782920733327906e-05,0.011654999730976442,0.3209260099863822
73/7055,0.005253586583148111,1.1915523887101137e-05,0.000476461466804,0.28826887232059645
17/7704,0.005253586583148111,0.041462478321864095,0.0011657136687082685,0.2759332050960386
22/2383,0.005152556071933724,4.637099419674184e-05,0.00220015099070964,0.31155177840730247
l/MalcolmYokeHeanLow,0.005152556071933724,5.115247000471777e-05,0.0026003776963118464,0.3033683758850032
180/8218,0.005152556071933724,1.0943498236787466e-05,0.00022258930797341959,0.2753881253130043
222/2014,0.005152556071933724,0.004712934731011301,,0.26553990610328637
211/6824,0.005152556071933724,0.004712934731011301,,0.26553990610328637
135/8082,0.005152556071933724,0.004712934731011301,,0.26553990610328637
71/8201-5,0.005152556071933724,0.004712934731011301,,0.26553990610328637
75/1683,0.005152556071933724,0.004712934731011301,,0.26553990610328637
161/2636,0.005152556071933724,0.004712934731011301,,0.26553990610328637
154/6643,0.005152556071933724,0.004712934731011301,,0.26553990610328637
44/3371-3,0.005152556071933724,0.004712934731011301,,0.26553990610328637
93/227,0.005152556071933724,0.004712934731011301,,0.26553990610328637
97/467,0.005152556071933724,0.004712934731011301,,0.26553990610328637
l/StanZLi,0.005152556071933724,0.004712934731011301,,0.26553990610328637
83/2850,0.005152556071933724,0.004712934731011301,,0.26553990610328637
62/1822,0.005152556071933724,0.004712934731011301,,0.26553990610328637
288210,0.005152556071933724,0.004712934731011301,,0.26553990610328637
s/ShiguangShan,0.005152556071933724,0.004712934731011301,,0.26553990610328637
c/XilinChen,0.005152556071933724,0.004712934731011301,,0.26553990610328637
31/4112,0.005152556071933724,0.004712934731011301,,0.26553990610328637
213/5172,0.005152556071933724,0.004712934731011301,,0.26553990610328637
92/1251,0.005152556071933724,0.004712934731011301,,0.26553990610328637
236/4932,0.005152556071933724,0.004712934731011301,,0.26553990610328637
236/5035,0.005152556071933724,0.004712934731011301,,0.26553990610328637
182/2347,0.005152556071933724,0.004712934731011301,,0.26553990610328637
11/4973-1,0.005152556071933724,0.004712934731011301,,0.26553990610328637
